Series Name,Series Code,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,508334414.00,531959561.60,574091101.20,496947904.40,496098775.30,735267082.30,906811943.80,841974025.50,772228643.40,788641965.40,865975308.60,882765471.60,1024098805.00,972101725.00,1217953547.00,1575789254.00,1452792989.00,1382400000.00,1604162497.00,1851250008.00,1945916583.00,2275583317.00,2395429852.00,2447174803.00,2581207388.00,2619913956.00,2850784523.00,2957255380.00,3487009748.00,3525228153.00,3627562403.00,3921476085.00,3401211581.00,3660041667.00,4066775510.00,4401104418.00,4521580381.00,4918691917.00,4856255044.00,5033642384.00,5494252208.00,6007055042.00,6050875807.00,6330473097.00,7273938315.00,8130258041.00,9043715356.00,10325618017.00,12545438605.00,12854985464.00,16002656434.00,21621710003.00,21703106502.00,22162208956.00,22731602970.00,24360795410.00,24524098184.00,28971589213.00,33111525183.00,34186180695.00,33657175561.00
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,12276734172.00,13493833740.00,14647057370.00,15891241386.00,18699380731.00,21000586933.00,22867203317.00,25087562181.00,27817605743.00,34035946604.00,38164716625.00,44579122807.00,54706557264.00,71840909664.00,87243413395.00,100250000000.00,109169000000.00,127017000000.00,155860000000.00,179669000000.00,195152000000.00,164134000000.00,158480000000.00,153445000000.00,143913000000.00,143846000000.00,200862000000.00,245046000000.00,261911000000.00,258337000000.00,318331000000.00,327500000000.00,362963000000.00,353550000000.00,379130000000.00,452302000000.00,450490000000.00,416813000000.00,438008000000.00,446899000000.00,416443000000.00,431213000000.00,471614000000.00,578792000000.00,657172000000.00,685093000000.00,733341000000.00,847482000000.00,947998000000.00,868077000000.00,846555000000.00,904086000000.00,838971000000.00,876924000000.00,890981000000.00,765265000000.00,783528000000.00,831810000000.00,913597000000.00,910194000000.00,913865000000.00
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,,,,,,159594492.30,164206536.30,180036767.50,215507162.40,263108841.10,358815683.70,413985777.70,506808997.00,542293400.00,637403479.70,816652167.30,798313524.70,837620127.30,846004692.30,1047225724.00,1182463959.00,972564157.00,904599871.50,823857894.30,796066192.90,854820894.10,1201321509.00,1488093105.00,2072775508.00,2185082944.00,2529440424.00,2653780677.00,2923883290.00,2822243775.00,3038728391.00,3628440524.00,3606968436.00,3291131295.00,3556304834.00,3647802046.00,3420032042.00,3297734886.00,3740056751.00,4915353825.00,5895008985.00,6238629462.00,6979155409.00,8819917187.00,9067619729.00,8704438061.00,9364350065.00,10351448025.00,9659151909.00,10151382877.00,10635035550.00,8738203042.00,8724568971.00,9173670000.00,9846920284.00,9438127994.00,
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,5485854792.00,5670064168.00,6077496268.00,6638937283.00,7274144351.00,5654463586.00,5863733231.00,5961418094.00,5180597621.00,5761588762.00,,7911136757.00,9567331065.00,12802281898.00,13940981798.00,12861983284.00,13604832424.00,15446825318.00,18530518395.00,20731243113.00,23244547385.00,24417617184.00,24164603059.00,24309279706.00,21665975319.00,24679795396.00,30604668357.00,40376354070.00,45176811594.00,43920222525.00,45495129385.00,42745329732.00,41649829860.00,46775620817.00,55314732279.00,63918703507.00,70140835299.00,66075143415.00,56227169851.00,58762260626.00,52623281957.00,53872425917.00,66627729311.00,88250885550.00,103905000000.00,114720000000.00,111539000000.00,137189000000.00,133131000000.00,121374000000.00,146518000000.00,168291000000.00,176207000000.00,190907000000.00,201313000000.00,178064000000.00,188943000000.00,206951000000.00,212226000000.00,212891000000.00,210701000000.00
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,223854666.70,240524723.40,265291588.70,292916241.10,341973758.90,566542872.40,606671444.00,657171436.70,695899980.40,747971449.60,776585681.10,826571413.40,880842890.10,1093571442.00,1520900045.00,1590428523.00,1847871372.00,2239857061.00,2142128604.00,1527852636.00,2189347368.00,2448290110.00,2465165180.00,2743341724.00,3105517091.00,2683816289.00,2885710609.00,3851213728.00,2630904262.00,1013184746.00,1009455484.00,1488804124.00,1792800000.00,1756454248.00,3863185119.00,4140470000.00,4308351903.00,4389965591.00,4635267225.00,4855717875.00,5107329007.00,5323146566.00,5224213018.00,5322454926.00,5795568205.00,6321335612.00,6763418646.00,7423421958.00,8496946608.00,8298679909.00,8758592272.00,9774262742.00,10532006608.00,10982979274.00,11880434071.00,12756706583.00,13286083645.00,13785876629.00,13025239912.00,12611218627.00,12621505383.00
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,449526872.60,485785234.90,531736492.90,586294761.50,582816358.30,673383604.20,702296184.40,665586975.10,641214210.70,625867922.70,649916708.20,693573595.30,742779740.40,946385033.00,1026136974.00,1048690933.00,1064517575.00,1291457973.00,1774365275.00,2109278102.00,2508524186.00,2170893039.00,2017611927.00,1803099732.00,1461243212.00,1440581534.00,1904097020.00,2233005823.00,2280356338.00,2179567108.00,3512356353.00,3285796980.00,3386232592.00,3052673623.00,1938058161.00,2302537682.00,2405687081.00,2290318800.00,2643363407.00,2537790023.00,2241753120.00,2448714681.00,2782192987.00,3394084885.00,3760443966.00,4383315657.00,4756361480.00,5731485267.00,7297600897.00,7352131669.00,7851191899.00,8772951262.00,9426913349.00,10224897935.00,10862944204.00,9683867894.00,10398862245.00,11185102400.00,12808660528.00,12916455161.00,13741378450.00
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,4196092258.00,4467200336.00,4909302954.00,5165489010.00,5552822484.00,5874422512.00,6366792664.00,5203135937.00,5200895982.00,6634187316.00,12545849083.00,9181769912.00,12274416018.00,15162871287.00,24846641318.00,27778934625.00,36308883249.00,36035407725.00,36527862209.00,47259911894.00,64201788123.00,164475000000.00,142769000000.00,97094911791.00,73484359521.00,73745821156.00,54805852581.00,52676041931.00,49648470440.00,44003061108.00,54035795388.00,49118433048.00,47794925815.00,27752204320.00,33833042988.00,44062465800.00,51075815093.00,54457835193.00,54604050168.00,59372613486.00,69448756933.00,74030364472.00,95385819321.00,104912000000.00,136386000000.00,176134000000.00,236104000000.00,275626000000.00,339476000000.00,295009000000.00,361457000000.00,404994000000.00,455502000000.00,508693000000.00,546676000000.00,486803000000.00,404650000000.00,375746000000.00,397190000000.00,448120000000.00,432294000000.00
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4699646643.00,4938775510.00,2436849342.00,2682456897.00,3559607241.00,4707036096.00,4642018354.00,3912986091.00,3765747305.00,3863621186.00,3772857145.00,3709637830.00,4018365247.00,4946292775.00,5682788267.00,6258600714.00,6861222332.00,8336478142.00,9909548411.00,9401731496.00,9407168702.00,10494632699.00,9745251126.00,10817712139.00,11362272838.00,10064515432.00,10672471861.00,11307058382.00,12683070061.00,12606338449.00,12263710123.00
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284000000.00,1239000000.00,1210000000.00,1061000000.00,990000000.00,938000000.00,939000000.00,795000000.00,799000000.00,729000000.00,746000000.00,772000000.00,832000000.00,910000000.00,1230000000.00,1560000000.00,1302000000.00,1182000000.00,
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,5163271598.00,5632460937.00,6066976683.00,6510239503.00,7159202706.00,8058681060.00,8696460205.00,9514496703.00,10159934137.00,11063065083.00,12814123115.00,14583114840.00,17358610850.00,22534253703.00,27145693810.00,32877805200.00,35942270686.00,41508030431.00,46523091010.00,53132244624.00,64439382896.00,63596654761.00,62647195538.00,61627240831.00,62057955033.00,65416879914.00,78693253276.00,94230055659.00,101900000000.00,102634000000.00,119792000000.00,121872000000.00,130838000000.00,120579000000.00,127131000000.00,152030000000.00,163520000000.00,161357000000.00,154163000000.00,162284000000.00,171247000000.00,173972000000.00,195524000000.00,228859000000.00,264512000000.00,308884000000.00,345581000000.00,400937000000.00,462250000000.00,386190000000.00,428757000000.00,498283000000.00,509506000000.00,522762000000.00,498410000000.00,385802000000.00,368827000000.00,398394000000.00,437000000000.00,404941000000.00,362198000000.00
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,,,,,,63287594.51,67768132.18,107152720.20,188864890.80,239980801.50,256299496.00,301010587.10,366857738.40,483033932.10,1645917776.00,2096699189.00,2560220035.00,2741169948.00,2740301390.00,3733352635.00,5981760278.00,7259120151.00,7554719456.00,7932541691.00,8821366532.00,10005500579.00,7323822251.00,7811183095.00,8386215865.00,9372171651.00,11685045514.00,11341482445.00,12452275683.00,12493107932.00,12918855657.00,13802600780.00,15277763329.00,15837451235.00,13996914694.00,15593456177.00,19507452536.00,19452000520.00,20142756047.00,21633708192.00,24763712874.00,31081991678.00,37215779714.00,42085379454.00,60905452536.00,48388363589.00,64993498049.00,77497529259.00,87408842653.00,89936020806.00,92699089727.00,78710793238.00,75128738622.00,80856697009.00,91505851756.00,88060858257.00,73971391417.00
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,3749265015.00,4118647627.00,4310163797.00,4630827383.00,5204955901.00,5929231415.00,6561108778.00,7464510710.00,8041999160.00,8683116338.00,10027509450.00,10665896682.00,9415016360.00,6383429490.00,8899191919.00,11230606061.00,13168080808.00,15126060606.00,17811515152.00,19688383838.00,23654444444.00,28100606061.00,30725971564.00,28691889764.00,31151825467.00,31144920844.00,31899070056.00,33351529275.00,38472742808.00,40171018229.00,40010423970.00,45625234698.00,48884606848.00,51809949334.00,52293456906.00,60636022423.00,63320122807.00,62433300338.00,62191955814.00,62973855719.00,82017743416.00,79484403985.00,79904985385.00,91760542940.00,107760000000.00,120055000000.00,137264000000.00,152386000000.00,170078000000.00,168153000000.00,177166000000.00,213587000000.00,224384000000.00,231219000000.00,244361000000.00,270556000000.00,278655000000.00,304567000000.00,314568000000.00,279057000000.00,262610000000.00
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146297500.00,156907900.00,163184900.00,153963200.00,165186200.00,190452900.00,192382400.00,198897700.00,198283900.00,187522800.00,185943000.00,196911100.00,212397800.00,221117200.00,241669800.00,280457700.00,298300000.00,285300000.00,284700000.00,274200000.00,257700000.00
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,537147100.00,599026300.00,652120900.00,722784500.00,776137500.00,852485300.00,928833000.00,1034376400.00,1112791100.00,1221305700.00,1351006400.00,1523917200.00,1673411700.00,1913793400.00,2188307600.00,2435304100.00,2588106000.00,2738261900.00,3244558600.00,3704551600.00,4614086400.00,5222421500.00,5769767900.00,5923755900.00,6183387100.00,6541517100.00,6797834200.00,6827665300.00,5902783400.00,5918469800.00,6433967000.00,7074675500.00,8042337700.00,8782585400.00,9365289800.00,9573813700.00,9870494000.00,10677286100.00,11575486400.00,12130252200.00,12304115000.00,12502013400.00,12994310400.00,13693981200.00,15013381700.00,16374393900.00,18141666300.00,21295984230.00,25155888616.00,27116635565.00,29440287581.00,34686224301.00,40429734384.00,45599994005.00,49921464365.00,54091713776.00,57907695409.00,62202725204.00,64929409212.00,66984427150.00,53977036995.00
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,230496033.00,244832035.00,261184037.40,275968039.50,305312043.70,344159480.30,390973233.30,441706910.10,485160824.30,551237316.60,645537126.20,717716130.50,858802035.90,1299105241.00,1467346060.00,1356591177.00,1511856584.00,1640763204.00,1947947524.00,2293621944.00,2545983008.00,2498068351.00,2368584970.00,2562492525.00,2552526263.00,2423373088.00,2648033766.00,3143848331.00,3655979702.00,3546460177.00,3219730365.00,3787394958.00,4377980510.00,4974550286.00,5502786070.00,4636057476.00,5155311077.00,4936615299.00,3789443015.00,3477038204.00,3521339699.00,3081024212.00,2999511040.00,3536411824.00,3927157867.00,4865892972.00,8355006707.00,9545177014.00,11670840932.00,11619637799.00,14250755231.00,17984910502.00,21295659244.00,21261432791.00,23210682538.00,21723531173.00,20759069103.00,22742613554.00,24109509853.00,24751344552.00,24668899683.00
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,,,,,,443587301.60,465888888.90,492674603.20,517650793.70,556293650.80,594611111.10,664571428.60,769039682.50,995531746.00,1333475397.00,1511420635.00,1698960317.00,2092158730.00,2559857143.00,3416777778.00,4448087302.00,5624515873.00,5419411765.00,5673248726.00,4502462807.00,3282449236.00,3723993943.00,3971044724.00,4255683528.00,4757732200.00,5812114523.00,6984367763.00,7157424031.00,7249533620.00,7870982005.00,9062131475.00,9788391781.00,9965225678.00,9260481572.00,8837070236.00,8855705140.00,8495806432.00,7196260657.00,7691367471.00,9624440836.00,10737500188.00,13429430050.00,17856270473.00,24616537618.00,22355601273.00,27237782850.00,33756238767.00,33296438306.00,38651334288.00,40377987209.00,36211372703.00,36089550659.00,38997129474.00,40225448341.00,37906944075.00,35670301496.00
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,2571908062.00,2899654840.00,3286773188.00,3600957771.00,4356913870.00,5166861068.00,6113607728.00,6204253759.00,5736083835.00,6420909790.00,7432223177.00,8289582884.00,9189413409.00,10994381895.00,13858441211.00,16877163792.00,15947709380.00,14620386674.00,12495779622.00,15962459447.00,18134029180.00,21649137620.00,21793496819.00,17345624454.00,17599660054.00,16548827018.00,15244232958.00,20702298397.00,15439408447.00,22499559086.00,26410386669.00,34341465998.00,35966302303.00,34832077221.00,44882079767.00,53312793687.00,55252414130.00,58147522523.00,55501467877.00,50187324568.00,51744749133.00,52030158775.00,54777553515.00,58731030122.00,66768703498.00,76060606061.00,88643193062.00,102171000000.00,120551000000.00,120823000000.00,147529000000.00,171762000000.00,192649000000.00,201175000000.00,200789000000.00,189805000000.00,191896000000.00,211007000000.00,222575000000.00,228471000000.00,202014000000.00
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,7515886651.00,8171186334.00,4954529277.00,5505055618.00,5953766854.00,6517304758.00,7189017888.00,7724873935.00,8632749269.00,9571800653.00,7559179530.00,8375086047.00,9067872579.00,11412421020.00,15607825070.00,16875240683.00,19380945793.00,22283185056.00,25762077665.00,31218507870.00,36848242784.00,40499645208.00,42206011275.00,37759237658.00,35730202751.00,34961565263.00,33987178952.00,37791442731.00,43152077817.00,48513735777.00,50508286643.00,51784207132.00,60422309297.00,62036625223.00,73159245524.00,84644220102.00,94648084429.00,94106183450.00,74492325247.00,85640133800.00,83669693589.00,78921234457.00,84307291974.00,87039145965.00,95002028505.00,107420000000.00,127653000000.00,155980000000.00,181625000000.00,175975000000.00,208369000000.00,234217000000.00,261921000000.00,283903000000.00,297483000000.00,306446000000.00,318627000000.00,328481000000.00,346842000000.00,376823000000.00,361489000000.00
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65977749037.00,85500935935.00,94337050693.00,96045645026.00,110803000000.00,142293000000.00,160193000000.00,159358000000.00,174686000000.00,170031000000.00,172219000000.00,190905000000.00,199072000000.00,217827000000.00,255110000000.00,306144000000.00,344622000000.00,429029000000.00,533609000000.00,439738000000.00,479834000000.00,528301000000.00,498524000000.00,521016000000.00,542477000000.00,477812000000.00,472630000000.00,526509000000.00,587412000000.00,597281000000.00,596624000000.00
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,3193200404.00,3417516639.00,3668222358.00,3905734460.00,4235608178.00,4687464055.00,5135387846.00,5740241166.00,6354262628.00,6969025826.00,8108235704.00,9201604240.00,11239117865.00,15090564186.00,17512391476.00,19347607843.00,20332831565.00,21439523311.00,23487614051.00,26622819672.00,32896519824.00,31977276873.00,30527754793.00,27239650742.00,25217969050.00,27115807742.00,38745901354.00,48182925857.00,56347250696.00,60594092182.00,78713860217.00,89233599278.00,107592000000.00,95009751901.00,99688641304.00,118122000000.00,122630000000.00,117017000000.00,123946000000.00,127427000000.00,118311000000.00,121499000000.00,134156000000.00,164862000000.00,189035000000.00,197180000000.00,208582000000.00,240191000000.00,262345000000.00,243702000000.00,237881000000.00,244797000000.00,216237000000.00,226370000000.00,229596000000.00,199314000000.00,206286000000.00,220811000000.00,242195000000.00,239987000000.00,228539000000.00
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,1691900000.00,1865100000.00,2094400000.00,2333600000.00,2570500000.00,2881500000.00,3170500000.00,3532700000.00,3941700000.00,4460700000.00,5034700000.00,5646800000.00,6328900000.00,7002400000.00,7684800000.00,8198300000.00,8968600000.00,9910900000.00,11165000000.00,12750000000.00,14436100000.00,15955700000.00,16764200000.00,17276600000.00,19162600000.00,20289200000.00,22009300000.00,24025800000.00,26385800000.00,28161200000.00,30603919000.00,32287031000.00,34630430000.00,36922456000.00,39690630000.00,42647331000.00,45340835000.00,48187039000.00,54086400000.00,57841000000.00,61701800000.00,69208400000.00,71623500000.00,74827400000.00,80322313000.00,83914521300.00,87276164400.00,89524131600.00,93639300000.00,96385600000.00,98381300000.00,100352000000.00,101565000000.00,102450000000.00,102446000000.00,103376000000.00,104337000000.00,103446000000.00,100925000000.00,104915000000.00,103138000000.00
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,,,,,,,,,,,301791301.80,387700084.20,510259940.70,793884368.00,2401403227.00,2512784033.00,3284301332.00,3617580172.00,4052000413.00,5633000318.00,7829094613.00,8661263764.00,7596703214.00,6467582308.00,6704395824.00,6153296456.00,5053021951.00,5446428681.00,6038187033.00,6487912088.00,7360439423.00,6883516484.00,7646153984.00,7156593654.00,7374450769.00,8137911978.00,9059340385.00,11297802115.00,10255495027.00,12393131868.00,17759890110.00,17538461538.00,19363736264.00,23533791209.00,31734065934.00,44530494505.00,60882142857.00,79712087912.00,115270000000.00,97798351648.00,125122000000.00,167775000000.00,186834000000.00,198728000000.00,206225000000.00,161740000000.00,151732000000.00,161099000000.00,183335000000.00,176371000000.00,144411000000.00
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,38413636364.00,40809523810.00,42105263158.00,38995454545.00,28998684211.00,25121666667.00,26362894737.00,30074440483.00,37435317265.00,36937074278.00,35574916295.00,41694118973.00,35952781582.00,37253259017.00,40394824679.00,46066101951.00,57806506024.00,74972669057.00,98452791983.00,122023000000.00,174585000000.00,214314000000.00,174104000000.00,166309000000.00,183327000000.00,170636000000.00,190801000000.00,199959000000.00,177729000000.00,188129000000.00,211695000000.00,241457000000.00,249882000000.00,248716000000.00
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554713000000.00,506500000000.00,516814000000.00,517963000000.00,460291000000.00,435084000000.00,395077000000.00,395537000000.00,391725000000.00,404929000000.00,270955000000.00,195907000000.00,259710000000.00,306602000000.00,345470000000.00,430348000000.00,591017000000.00,764017000000.00,989931000000.00,1299710000000.00,1660850000000.00,1222640000000.00,1524920000000.00,2045930000000.00,2208300000000.00,2292470000000.00,2059240000000.00,1363480000000.00,1276790000000.00,1574200000000.00,1657330000000.00,1687450000000.00,1483500000000.00
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,119000024.00,122000016.00,125000008.00,128000000.00,129999994.00,148799980.00,124525702.90,159560018.00,172200018.00,188700037.00,219900006.00,222952578.20,246457838.30,290746157.10,308458423.20,571863295.70,637754162.10,746650558.60,905709147.30,1109346221.00,1254765350.00,1407062608.00,1407242640.00,1479688126.00,1587412957.00,1715625839.00,1944711061.00,2157434025.00,2395493878.00,2405021933.00,2550185618.00,1911600970.00,2029026704.00,1971525999.00,753636370.50,1293535011.00,1382334879.00,1851558302.00,1989343495.00,2155659413.00,2067528500.00,1965444515.00,1964779921.00,2137093489.00,2375281627.00,2932213575.00,3317951468.00,4068065929.00,5177015141.00,5671332138.00,6121234529.00,6881038270.00,7650300320.00,7815599503.00,8241332517.00,8539048448.00,8690485823.00,9253098954.00,9640280084.00,10355974217.00,10333991456.00
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,,,,,,,,,,,,,,,,,,,,,,,121221651.60,111862823.60,109200934.30,95572172.98,100947848.60,111713922.10,133016065.40,122888609.70,125766269.80,125597205.40,132303041.40,133122897.20,221098106.50,224865731.40,249908970.70,285475591.90,269481523.20,258833766.60,269019710.30,273088357.20,288078881.40,338838639.40,420320176.40,465568018.30,505832439.80,570469196.70,619260721.60,584706020.20,663155955.00,737147951.10,760319276.00,770059551.00,756805940.20,787958585.90,799493884.30,832025574.00,821286927.50,852007112.70,807100820.60
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109098658.00,1005159388.00,1077413479.00,1168269231.00,1464326161.00,1723750000.00,1785847531.00,1908167106.00,2185874624.00,2393437820.00,2056126702.00,1881214371.00,1813752784.00,1604779648.00,1678841812.00,1673973695.00,1419394771.00,1468377272.00,1528630707.00,1655300873.00,1616369646.00,
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75951210.69,85171308.17,102085583.50,114582561.60,136450274.70,142775597.30,149146423.10,188021190.60,187820464.60,196652514.30,231489270.10,250680845.70,300554483.60,346528329.20,316066072.30,345495615.00,375614126.20,412253809.70,427425039.70,472914469.90
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,,,,,,,,,4187777711.00,4485777644.00,5377268849.00,7184863277.00,9664067930.00,14947491056.00,45412971909.00,46773303721.00,64005623870.00,74188363506.00,80265732293.00,111860000000.00,164542000000.00,184292000000.00,153239000000.00,129172000000.00,119625000000.00,103898000000.00,86962013011.00,85695941760.00,88256162069.00,95344352824.00,117630000000.00,132223000000.00,137088000000.00,132968000000.00,135175000000.00,143343000000.00,158662000000.00,165964000000.00,146775000000.00,161717000000.00,189515000000.00,184137000000.00,189606000000.00,215808000000.00,258742000000.00,328460000000.00,376900000000.00,415965000000.00,519797000000.00,429098000000.00,528207000000.00,671239000000.00,735975000000.00,746647000000.00,756350000000.00,654270000000.00,644936000000.00,688586000000.00,786522000000.00,792967000000.00,700118000000.00
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,1003692375.00,1058975266.00,1085475573.00,1122139637.00,1188930568.00,1210058396.00,1246908374.00,1246480959.00,1309384830.00,1245234807.00,1297407829.00,1339548824.00,1620857277.00,1863398448.00,2099324950.00,2830388405.00,2869777812.00,2938046307.00,3280354339.00,4084878668.00,4510107330.00,4095892072.00,4013950868.00,3569356462.00,3485165161.00,3818944603.00,5392093508.00,6487352283.00,6418419798.00,6366039353.00,7390967035.00,7255210701.00,7769817869.00,7367985695.00,5034588159.00,6326342963.00,6559712551.00,6041478436.00,6505607633.00,6592835458.00,6013184809.00,6507824767.00,7006402592.00,8768721956.00,10076817278.00,11009032665.00,11697918803.00,13994218939.00,16853991177.00,16145868285.00,16121314671.00,17814284622.00,17660871726.00,18918668644.00,19797254643.00,17774766636.00,19040312815.00,20996564752.00,23116699808.00,23306213742.00,24644234595.00
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16832598870.00,21818007449.00,25676488000.00,19457979423.00,19388663551.00,6875845987.00,12960538724.00,17120906918.00,22482365322.00,26141968161.00,27683225959.00,32482070360.00,43170990616.00,52194221469.00,45162894381.00,41819468692.00,49258136129.00,43309252921.00,48394239475.00,47062206678.00,39655958843.00,40692643373.00,44179055280.00,50640650221.00,51514222382.00,53335016425.00
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,12012012.01,11592011.59,12642026.57,13923029.26,15393032.35,15603032.80,16443034.56,16632032.81,16074027.35,16452027.99,18432031.36,21965951.72,30645121.01,36896278.22,43134498.69,47803145.96,49278979.55,64526398.66,85552369.91,127261099.20,147357222.80,154902869.00,147912069.80,146712850.50,151313242.00,168887539.10,207850623.60,249267039.80,283828769.00,304832867.40,368584758.90,374359556.10,433667193.80,473916819.50,486451204.60,508221508.20,503068472.20,562958836.50,608369282.20,622985493.70,614879764.80,622262057.20,697518248.20,705704816.00,839319927.30,919103254.50,1016418229.00,1033561654.00,967199594.00,847397850.10,969936525.30,1065826670.00,1060226126.00,1328157609.00,1343007845.00,1377495054.00,1426651769.00,1528242026.00,1547690759.00,1582841059.00,1059886364.00
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,322009471.60,327834680.60,342721579.80,348546952.10,371848114.70,359379856.20,375479849.80,348795303.00,329860091.90,408690163.50,434410373.80,419549425.10,465381090.00,575230234.40,648590642.90,679335901.10,594895672.30,691777758.40,960728338.90,1109374722.00,1100685845.00,1114830472.00,1295361886.00,995104305.30,1087471862.00,856890498.60,490181456.60,701307602.30,1055083945.00,932974411.90,649644826.80,779981458.90,679997997.60,768812334.80,911915970.70,870758739.40,941742152.70,850218033.60,672375927.30,669384768.90,635874002.20,1090467712.00,1253340520.00,1385810072.00,1448536631.00,1650494367.00,1885112202.00,2158496873.00,2505458705.00,2453899847.00,2578026297.00,2942546781.00,3801862611.00,4920343195.00,5015157816.00,4218723875.00,3674794530.00,3719369107.00,4085114794.00,4076578543.00,4063289450.00
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,704756304.70,764634783.70,826244610.00,917614007.60,894159153.30,974650463.90,1096432771.00,1238043904.00,1425715406.00,1659904613.00,1920586698.00,2263785444.00,2721440981.00,3696213333.00,5221534956.00,5633673930.00,6327077974.00,6618585074.00,7517176355.00,9296921724.00,11896256783.00,14175228844.00,16084252378.00,17784112150.00,19749361098.00,19156532746.00,18586746057.00,20919215578.00,25371462488.00,30465364739.00,36144336769.00,45466164978.00,52130263966.00,60603478153.00,73690847191.00,87810991957.00,96295886525.00,100124000000.00,85728310229.00,86284660767.00,96074477958.00,89794943350.00,92537752709.00,97645448284.00,115035000000.00,127808000000.00,148630000000.00,180942000000.00,193612000000.00,194152000000.00,239809000000.00,279351000000.00,295087000000.00,307576000000.00,314851000000.00,308004000000.00,318764000000.00,343338000000.00,375982000000.00,374386000000.00,339998000000.00
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936089385.50,985865921.80,1022905028.00,1245251397.00,1253072626.00,1263687151.00,1191620112.00,1185474860.00,,
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12747380650.00,14272201755.00,15495514297.00,16520676974.00,20162936291.00,25840146405.00,27925036755.00,27706028096.00,29856000671.00,30453383763.00,29169953013.00,30752150336.00,35130340674.00,46816589165.00,57332015148.00,62785305310.00,70708098106.00,86454081577.00,100470000000.00,89046289247.00,90712671901.00,99362720494.00,94258572686.00,98541305462.00,100955000000.00,88601289843.00,89614053144.00,95157888667.00,105561000000.00,105284000000.00,105173000000.00
